,age,education,race,married,nodegree,trainning,earning75,earning78
524,2.60E+01,9.00E+00,black,0.00E+00,1.00E+00,0.00E+00,6.96E+03,1.19E+04
525,2.50E+01,9.00E+00,black,1.00E+00,1.00E+00,0.00E+00,0.00E+00,4.72E+03
526,2.40E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,1.34E+04,1.95E+04
527,2.50E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,2.90E+02
528,2.30E+01,1.10E+01,white,0.00E+00,1.00E+00,0.00E+00,2.00E+04,1.29E+04
529,2.50E+01,1.30E+01,black,0.00E+00,0.00E+00,0.00E+00,3.75E+03,1.67E+03
530,2.00E+01,9.00E+00,black,0.00E+00,1.00E+00,0.00E+00,9.16E+03,8.92E+03
531,2.50E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,3.07E+03,2.85E+02
532,2.90E+01,1.20E+01,white,0.00E+00,0.00E+00,0.00E+00,1.22E+04,1.63E+04
533,2.50E+01,9.00E+00,black,1.00E+00,1.00E+00,0.00E+00,1.69E+04,7.34E+03
534,2.30E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,5.81E+02,0.00E+00
535,4.40E+01,9.00E+00,black,1.00E+00,1.00E+00,0.00E+00,1.09E+04,1.24E+04
536,2.20E+01,1.20E+01,black,1.00E+00,0.00E+00,0.00E+00,9.35E+03,8.07E+03
537,2.00E+01,1.10E+01,white,0.00E+00,1.00E+00,0.00E+00,1.16E+03,0.00E+00
538,3.60E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,7.31E+03,0.00E+00
539,2.40E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
540,2.80E+01,8.00E+00,white,0.00E+00,1.00E+00,0.00E+00,0.00E+00,8.19E+03
541,3.90E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,8.37E+01,0.00E+00
542,2.70E+01,1.20E+01,hispanic,0.00E+00,0.00E+00,0.00E+00,2.43E+04,1.58E+04
543,3.10E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,5.20E+02,1.45E+04
544,2.60E+01,6.00E+00,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,4.81E+03
545,3.00E+01,1.10E+01,black,1.00E+00,1.00E+00,0.00E+00,2.41E+04,7.26E+03
546,3.10E+01,8.00E+00,black,0.00E+00,1.00E+00,0.00E+00,4.58E+03,6.15E+03
547,2.60E+01,8.00E+00,black,0.00E+00,1.00E+00,0.00E+00,5.56E+03,3.52E+03
548,2.60E+01,1.00E+01,black,1.00E+00,1.00E+00,0.00E+00,9.11E+03,1.27E+04
549,2.40E+01,1.20E+01,black,0.00E+00,0.00E+00,0.00E+00,1.60E+02,0.00E+00
550,2.50E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,2.46E+03,8.76E+03
551,2.90E+01,9.00E+00,black,0.00E+00,1.00E+00,0.00E+00,9.16E+03,0.00E+00
552,3.00E+01,1.40E+01,black,1.00E+00,0.00E+00,0.00E+00,0.00E+00,7.34E+03
553,2.50E+01,1.00E+01,black,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
554,4.10E+01,1.20E+01,black,0.00E+00,0.00E+00,0.00E+00,9.82E+03,0.00E+00
555,2.90E+01,1.10E+01,black,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
556,2.50E+01,1.20E+01,black,1.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
557,2.80E+01,1.30E+01,black,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
558,2.30E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,4.35E+03
559,5.40E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,7.81E+03
560,3.30E+01,5.00E+00,hispanic,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
561,3.10E+01,1.20E+01,white,0.00E+00,0.00E+00,0.00E+00,4.95E+02,0.00E+00
562,3.40E+01,1.20E+01,black,0.00E+00,0.00E+00,0.00E+00,4.09E+03,5.67E+03
563,5.00E+01,8.00E+00,black,1.00E+00,1.00E+00,0.00E+00,5.63E+03,9.00E+03
564,3.10E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,7.51E+03,3.08E+02
565,3.60E+01,1.20E+01,hispanic,0.00E+00,0.00E+00,0.00E+00,1.15E+04,4.98E+03
566,2.00E+01,8.00E+00,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,3.64E+03
567,2.40E+01,1.20E+01,white,1.00E+00,0.00E+00,0.00E+00,2.43E+04,6.66E+02
568,2.30E+01,1.20E+01,hispanic,0.00E+00,0.00E+00,0.00E+00,8.96E+03,7.08E+03
569,2.60E+01,1.30E+01,white,0.00E+00,0.00E+00,0.00E+00,5.40E+03,9.77E+03
570,2.80E+01,1.10E+01,white,0.00E+00,1.00E+00,0.00E+00,3.20E+03,7.65E+03
571,4.50E+01,9.00E+00,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,4.84E+03
572,2.30E+01,1.00E+01,black,1.00E+00,1.00E+00,0.00E+00,9.85E+03,0.00E+00
573,2.80E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,1.34E+04,0.00E+00
574,2.60E+01,1.10E+01,black,1.00E+00,1.00E+00,0.00E+00,4.18E+03,0.00E+00
575,2.20E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,2.17E+03,5.34E+03
576,2.70E+01,1.30E+01,white,0.00E+00,0.00E+00,0.00E+00,4.75E+02,4.81E+03
577,2.70E+01,1.20E+01,hispanic,0.00E+00,0.00E+00,0.00E+00,2.68E+03,1.74E+04
578,3.90E+01,6.00E+00,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
579,2.50E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
580,3.10E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,1.83E+04,0.00E+00
581,2.20E+01,1.20E+01,black,0.00E+00,0.00E+00,0.00E+00,2.00E+03,4.40E+02
582,2.20E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,1.37E+04,1.08E+04
583,2.80E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,3.68E+02,4.86E+03
584,3.10E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,6.38E+03,0.00E+00
585,2.70E+01,1.00E+01,black,1.00E+00,1.00E+00,0.00E+00,1.13E+04,0.00E+00
586,2.80E+01,1.10E+01,black,1.00E+00,1.00E+00,0.00E+00,5.39E+03,4.97E+03
587,2.60E+01,1.20E+01,black,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
588,2.70E+01,1.20E+01,black,0.00E+00,0.00E+00,0.00E+00,3.30E+04,1.08E+04
589,2.70E+01,1.20E+01,white,0.00E+00,0.00E+00,0.00E+00,5.04E+03,0.00E+00
590,3.60E+01,1.20E+01,black,0.00E+00,0.00E+00,0.00E+00,1.42E+02,0.00E+00
591,2.60E+01,8.00E+00,black,1.00E+00,1.00E+00,0.00E+00,4.08E+03,0.00E+00
592,2.30E+01,9.00E+00,black,1.00E+00,1.00E+00,0.00E+00,1.93E+04,7.60E+03
593,2.30E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
594,3.10E+01,1.20E+01,black,0.00E+00,0.00E+00,0.00E+00,5.61E+03,0.00E+00
595,3.60E+01,7.00E+00,black,0.00E+00,1.00E+00,0.00E+00,1.61E+03,2.08E+04
596,3.90E+01,1.20E+01,black,1.00E+00,0.00E+00,0.00E+00,6.61E+03,4.99E+02
597,3.50E+01,1.10E+01,black,1.00E+00,1.00E+00,0.00E+00,8.72E+03,0.00E+00
598,2.10E+01,9.00E+00,white,0.00E+00,1.00E+00,0.00E+00,1.58E+03,1.74E+03
599,3.60E+01,1.10E+01,hispanic,0.00E+00,1.00E+00,0.00E+00,3.06E+03,1.32E+03
600,2.70E+01,1.20E+01,white,0.00E+00,0.00E+00,0.00E+00,0.00E+00,1.48E+04
601,2.60E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,1.17E+03,6.67E+03
602,2.80E+01,9.00E+00,black,1.00E+00,1.00E+00,0.00E+00,9.21E+03,1.24E+03
603,3.30E+01,9.00E+00,hispanic,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
604,2.80E+01,1.10E+01,black,1.00E+00,1.00E+00,0.00E+00,1.00E+04,0.00E+00
605,2.20E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,6.97E+03,3.71E+03
606,2.50E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,4.28E+03,4.12E+03
607,2.50E+01,1.00E+01,black,1.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
608,2.70E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,7.66E+02,0.00E+00
609,2.60E+01,8.00E+00,white,1.00E+00,1.00E+00,0.00E+00,3.69E+04,3.02E+04
610,2.80E+01,1.20E+01,black,1.00E+00,0.00E+00,0.00E+00,5.55E+03,1.28E+04
611,2.50E+01,1.00E+01,white,0.00E+00,1.00E+00,0.00E+00,8.14E+03,3.41E+03
612,2.20E+01,1.00E+01,white,0.00E+00,1.00E+00,0.00E+00,1.06E+04,7.09E+03
613,2.30E+01,8.00E+00,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,3.75E+03
614,2.00E+01,1.20E+01,white,0.00E+00,0.00E+00,0.00E+00,3.10E+03,1.26E+04
615,1.90E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,3.29E+03,1.12E+04
616,1.70E+01,9.00E+00,hispanic,0.00E+00,1.00E+00,0.00E+00,6.71E+02,4.21E+03
617,1.90E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,5.16E+03,0.00E+00
618,1.80E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,4.15E+03,4.16E+03
619,1.70E+01,1.00E+01,hispanic,0.00E+00,1.00E+00,0.00E+00,1.24E+03,5.09E+03
620,2.00E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,3.25E+03,6.03E+03
621,1.80E+01,8.00E+00,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.57E+03
622,2.00E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,3.68E+03,5.58E+02
623,1.80E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,2.04E+03,7.97E+02
624,1.90E+01,1.00E+01,hispanic,0.00E+00,1.00E+00,0.00E+00,2.28E+03,4.34E+03
625,1.70E+01,8.00E+00,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,7.01E+03
626,1.70E+01,1.00E+01,hispanic,0.00E+00,1.00E+00,0.00E+00,1.73E+03,6.35E+03
627,1.80E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,2.68E+03,0.00E+00
628,1.80E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,2.40E+02,2.89E+03
629,1.90E+01,1.10E+01,hispanic,1.00E+00,1.00E+00,0.00E+00,3.08E+02,0.00E+00
630,1.80E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,8.78E+03,1.82E+03
631,1.90E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,1.62E+03,8.82E+03
632,1.90E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,9.64E+02,7.05E+03
633,1.90E+01,9.00E+00,hispanic,0.00E+00,1.00E+00,0.00E+00,0.00E+00,3.81E+03
634,1.80E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,1.64E+03,0.00E+00
635,1.80E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,9.60E+03
636,1.70E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,3.80E+03,0.00E+00
637,1.80E+01,6.00E+00,hispanic,0.00E+00,1.00E+00,0.00E+00,6.14E+03,3.83E+03
638,1.90E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,2.45E+03,9.77E+03
639,1.80E+01,8.00E+00,hispanic,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.08E+04
640,1.80E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,4.66E+03
641,1.70E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,8.55E+03
642,1.90E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,4.31E+03
643,1.90E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,5.29E+03
644,1.80E+01,9.00E+00,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.25E+04
645,1.80E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,2.29E+03,3.27E+03
646,1.80E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,2.29E+03,4.99E+03
647,1.80E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,2.74E+02,5.51E+03
648,1.80E+01,9.00E+00,hispanic,0.00E+00,1.00E+00,0.00E+00,2.68E+03,2.98E+03
649,1.80E+01,9.00E+00,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.09E+04
650,1.80E+01,1.20E+01,black,0.00E+00,0.00E+00,0.00E+00,1.41E+03,0.00E+00
651,1.80E+01,9.00E+00,hispanic,0.00E+00,1.00E+00,0.00E+00,1.65E+03,1.07E+03
652,1.90E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,3.94E+02,2.48E+03
653,1.80E+01,7.00E+00,hispanic,1.00E+00,1.00E+00,0.00E+00,2.67E+03,6.33E+03
654,1.90E+01,1.10E+01,white,0.00E+00,1.00E+00,0.00E+00,8.23E+02,2.65E+03
655,1.80E+01,8.00E+00,hispanic,0.00E+00,1.00E+00,0.00E+00,2.48E+03,1.11E+04
656,1.70E+01,8.00E+00,black,0.00E+00,1.00E+00,0.00E+00,1.18E+03,1.44E+04
657,1.80E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,2.02E+02
658,1.70E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,1.73E+03,1.11E+04
659,1.70E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,6.65E+02,0.00E+00
660,2.00E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,6.90E+02,1.09E+04
661,1.80E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,1.43E+03,1.16E+04
662,1.90E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,7.05E+02,0.00E+00
663,1.70E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,2.66E+03
664,1.80E+01,7.00E+00,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,4.13E+03
665,1.80E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.13E+04
666,2.00E+01,9.00E+00,black,0.00E+00,1.00E+00,0.00E+00,2.48E+03,0.00E+00
667,1.90E+01,1.00E+01,hispanic,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
668,1.80E+01,9.00E+00,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
669,1.70E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
670,1.70E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,1.16E+03,6.37E+03
671,1.70E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,2.19E+03
672,1.80E+01,9.00E+00,black,0.00E+00,1.00E+00,0.00E+00,4.90E+02,3.48E+03
673,1.90E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
674,1.70E+01,8.00E+00,white,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.02E+04
675,1.80E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.10E+04
676,1.80E+01,9.00E+00,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
677,1.70E+01,9.00E+00,black,0.00E+00,1.00E+00,0.00E+00,2.60E+03,0.00E+00
678,1.70E+01,8.00E+00,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,8.99E+03
679,1.70E+01,8.00E+00,black,0.00E+00,1.00E+00,0.00E+00,2.04E+03,0.00E+00
680,1.90E+01,9.00E+00,hispanic,0.00E+00,1.00E+00,0.00E+00,2.75E+03,1.56E+04
681,1.70E+01,9.00E+00,black,0.00E+00,1.00E+00,0.00E+00,6.21E+02,1.81E+04
682,1.90E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,1.43E+03,4.69E+03
683,1.90E+01,6.00E+00,hispanic,0.00E+00,1.00E+00,0.00E+00,0.00E+00,5.07E+03
684,2.00E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,1.63E+03,1.31E+03
685,1.90E+01,1.00E+01,white,0.00E+00,1.00E+00,0.00E+00,0.00E+00,3.19E+03
686,1.70E+01,1.10E+01,white,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
687,1.80E+01,9.00E+00,white,0.00E+00,1.00E+00,0.00E+00,5.60E+02,7.30E+03
688,2.00E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,7.67E+03,7.66E+03
689,2.00E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,2.86E+03,1.83E+04
690,2.00E+01,9.00E+00,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,5.19E+03
691,1.90E+01,9.00E+00,black,0.00E+00,1.00E+00,0.00E+00,2.64E+03,2.65E+03
692,1.80E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,2.46E+03,1.37E+04
693,1.90E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,4.50E+03,0.00E+00
694,1.70E+01,9.00E+00,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
695,1.80E+01,9.00E+00,black,0.00E+00,1.00E+00,0.00E+00,1.41E+03,3.48E+03
696,1.70E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,1.65E+02,4.25E+03
697,1.70E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,2.76E+02
698,1.90E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,6.04E+02,0.00E+00
699,1.70E+01,1.00E+01,hispanic,0.00E+00,1.00E+00,0.00E+00,1.17E+03,1.13E+04
700,2.00E+01,9.00E+00,black,0.00E+00,1.00E+00,0.00E+00,9.69E+03,8.56E+03
701,1.70E+01,9.00E+00,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,3.59E+03
702,1.90E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
703,1.70E+01,1.00E+01,white,0.00E+00,1.00E+00,0.00E+00,2.47E+03,4.21E+03
704,1.90E+01,1.00E+01,black,1.00E+00,1.00E+00,0.00E+00,0.00E+00,1.28E+04
705,2.00E+01,9.00E+00,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,2.04E+03
706,1.80E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,1.17E+03,6.04E+02
707,1.80E+01,1.00E+01,hispanic,1.00E+00,1.00E+00,0.00E+00,1.92E+03,4.77E+03
708,1.80E+01,9.00E+00,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,2.39E+03
709,1.80E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
710,2.00E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,2.75E+03,6.87E+03
711,1.70E+01,1.00E+01,hispanic,0.00E+00,1.00E+00,0.00E+00,0.00E+00,8.47E+03
712,1.90E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
713,1.90E+01,9.00E+00,black,0.00E+00,1.00E+00,0.00E+00,1.54E+03,4.19E+03
714,1.70E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,1.14E+03
715,2.00E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,8.01E+03,1.82E+04
716,1.70E+01,8.00E+00,black,0.00E+00,1.00E+00,0.00E+00,7.69E+02,3.02E+03
717,1.80E+01,8.00E+00,white,0.00E+00,1.00E+00,0.00E+00,1.35E+03,1.73E+03
718,2.00E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,8.25E+02,0.00E+00
719,1.70E+01,9.00E+00,hispanic,0.00E+00,1.00E+00,0.00E+00,0.00E+00,5.11E+03
720,1.70E+01,9.00E+00,black,0.00E+00,1.00E+00,0.00E+00,1.21E+03,0.00E+00
721,1.90E+01,1.10E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,0.00E+00
722,1.80E+01,1.00E+01,black,0.00E+00,1.00E+00,0.00E+00,0.00E+00,7.81E+02
